StartTime: 2020-01-03 15:57:22.479
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
0x50	16:30:20.780	-0.0059	0.0347	0.9307	0.0000	-16.0522	0.8545	2.4994	-9.8273	31.4264	37.1300 
0x50	16:30:20.819	0.0947	0.0532	1.0049	0.0000	-15.6250	2.8687	2.4884	-10.5139	31.5363	37.1183 
0x50	16:30:20.872	0.0503	0.0659	0.9893	-5.7373	-14.5264	6.0425	2.2797	-11.2720	31.6736	37.1183 
0x50	16:30:20.916	0.1094	0.0649	0.9526	3.4180	-20.0806	-0.7935	2.3511	-12.0245	31.7175	37.1241 
0x50	16:30:20.973	0.0615	0.0479	0.9399	-2.9297	-13.5498	-0.3662	2.2522	-12.5903	31.6516	37.1212 
0x50	16:30:21.013	0.0947	0.0459	0.9185	2.9907	-18.4326	2.0752	2.3346	-13.2220	31.7175	37.1300 
0x50	16:30:21.047	0.0610	0.0317	0.9111	-2.8076	-10.1318	4.6997	2.2467	-13.6560	31.7780	37.1241 
0x50	16:30:21.097	0.1328	0.0439	0.9214	-0.4272	-15.9912	0.8545	2.0929	-14.1394	31.9373	37.1183 
0x50	16:30:21.165	0.1343	0.0684	0.8687	-1.4038	-19.4092	1.2207	2.0984	-15.0403	31.9592	37.1183 
0x50	16:30:21.194	0.1123	0.0396	0.8857	-2.9297	-9.4604	3.7231	1.9611	-15.4633	32.0416	37.1153 
0x50	16:30:21.243	0.1313	0.0444	0.8691	2.5635	-18.7988	-2.0752	2.0984	-16.2048	31.9318	37.1094 
0x50	16:30:21.291	0.1587	0.0391	0.8682	-2.5024	-22.6440	4.1504	2.0050	-17.2705	32.0471	37.1094 
0x50	16:30:21.353	0.1675	0.0396	0.8252	-2.6245	-15.9912	3.4790	1.8622	-18.1165	32.2009	37.1124 
0x50	16:30:21.389	0.2305	0.0596	0.8110	1.8921	-27.5879	-3.7842	1.9061	-19.2535	32.1240	37.1065 
0x50	16:30:21.438	0.1001	0.0322	0.6865	-14.9536	-14.9536	8.7280	1.4227	-20.3796	32.2339	37.1036 
0x50	16:30:21.488	0.2783	0.0464	0.8906	-1.3428	-15.8081	4.3945	0.7361	-20.9399	32.7667	37.1065 
