StartTime: 2019-12-31 14:44:09.151
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
0x50	14:55:17.969	-0.0166	-0.9067	-0.0225	-0.4272	-5.0659	-4.6997	-89.2914	-3.2959	4.2682	40.0154 
0x50	14:55:18.017	-0.0269	-0.9180	-0.0264	-7.7515	6.5308	3.9673	-89.5825	-3.1201	4.0869	40.0125 
0x50	14:55:18.068	-0.0093	-0.9102	-0.0273	-0.8545	0.0000	-2.9907	-89.6704	-3.1915	4.0869	40.0184 
0x50	14:55:18.118	-0.0117	-0.8975	-0.0278	1.0376	0.6714	1.2207	-89.8132	-3.0927	4.0375	40.0213 
0x50	14:55:18.167	-0.0229	-0.9126	-0.0171	6.5918	-1.0986	3.8452	-89.5166	-2.8125	4.0924	40.0213 
0x50	14:55:18.217	-0.0220	-0.9150	-0.0278	-7.4463	2.4414	3.9063	-89.8242	-2.5928	3.9990	40.0184 
0x50	14:55:18.268	-0.0244	-0.9146	-0.0220	-4.6997	-0.5493	-4.3945	-90.0879	-2.7301	4.0265	40.0213 
0x50	14:55:18.317	-0.0190	-0.9131	-0.0283	0.6714	-3.7231	-2.3804	-89.9835	-2.9169	4.2297	40.0213 
0x50	14:55:18.367	-0.0103	-0.9072	-0.0347	-6.2256	-0.7935	1.7090	-90.3351	-2.7576	4.2682	40.0125 
0x50	14:55:18.418	-0.0146	-0.9038	-0.0317	2.9297	-3.0518	-6.1646	-90.3131	-3.0103	4.4550	40.0301 
0x50	14:55:18.482	-0.0181	-0.9077	-0.0283	-0.7324	4.9438	4.0894	-90.3680	-2.7246	4.2078	40.0125 
0x50	14:55:18.518	-0.0088	-0.9204	-0.0244	1.7700	2.6855	-0.4272	-90.3845	-2.6312	3.9221	40.0213 
0x50	14:55:18.567	-0.0146	-0.9209	-0.0205	-0.3052	0.4272	2.3193	-90.4175	-2.4500	3.9001	40.0125 
0x50	14:55:18.617	-0.0234	-0.9238	-0.0347	7.2632	0.9155	4.9438	-90.2966	-2.1918	3.8397	40.0095 
0x50	14:55:18.667	-0.0210	-0.9229	-0.0273	-5.1270	-1.2207	1.4648	-90.5823	-2.0544	3.9001	40.0037 
0x50	14:55:18.716	-0.0176	-0.8994	-0.0352	4.0283	0.0000	0.9766	-90.6097	-2.0160	3.8782	40.0125 
0x50	14:55:18.766	-0.0249	-0.9146	-0.0269	-1.1597	-1.8311	9.9487	-90.6921	-1.4557	3.9661	40.0066 
0x50	14:55:18.816	-0.0327	-0.9170	-0.0220	-2.8076	1.9531	5.6152	-90.6592	-1.0931	3.9056	40.0125 
0x50	14:55:18.872	-0.0327	-0.9204	-0.0273	7.0190	-2.0142	-1.9531	-90.3351	-1.1261	4.0045	40.0095 
0x50	14:55:18.916	-0.0313	-0.9058	-0.0259	5.5542	1.0376	-1.3428	-90.2527	-1.0876	3.9880	40.0037 
0x50	14:55:18.966	-0.0313	-0.9277	-0.0210	1.2207	-2.3804	-4.2114	-90.2142	-1.2360	4.1089	40.0037 
0x50	14:55:19.016	-0.0298	-0.9014	-0.0308	0.0000	0.2441	0.3052	-90.4065	-1.1151	4.0759	40.0037 
0x50	14:55:19.065	-0.0264	-0.9087	-0.0322	0.7324	-1.4648	-1.7700	-90.4010	-1.1481	4.1473	40.0154 
0x50	14:55:19.115	-0.0361	-0.9028	-0.0273	2.1973	-1.7700	-0.2441	-90.4065	-1.1371	4.3121	40.0154
